"breedtegraad,""lengtegraad"",""CO2"",""CH4"",""NO2"",""NH3"""
75,80,162.76,3.79,40.66,0.03
75,81,109.46,2.62,59.62,0.02
75,82,174.35,2.52,51.95,0.03
75,83,193.61,2.38,53.66,0.04
75,84,115.56,2.13,34.61,0.04
75,85,179.22,3.55,47.96,0.03
75,86,199.44,2.26,40.98,0.03
75,87,188.4,3.77,58.05,0.04
75,88,156.71,2.85,31.97,0.02
75,89,184.85,2.2,47.7,0.03
75,90,145.79,3.11,51.52,0.04
75,91,163.26,2.02,38.34,0.02
75,92,113.06,3.34,40.44,0.03
75,93,131.35,3.14,58.61,0.03
75,94,160.53,2.88,44.04,0.03
75,95,161.89,2.38,39.66,0.04
75,96,170.1,2.02,39.56,0.04
75,97,110.79,2.45,54.85,0.03
75,98,196.77,3.52,34.37,0.02
75,99,122.39,2.14,48.09,0.03
76,0,185.82,2.7,50.09,0.03
76,1,169.96,2.84,58.34,0.03
76,2,150.89,2.86,46.66,0.03
76,3,164.41,3.06,38.79,0.03
76,4,124.33,2.87,52.59,0.02
76,5,164.32,3.64,50.58,0.03
76,6,132.66,2.86,58.41,0.03
76,7,135.51,2.0,46.4,0.04
76,8,140.54,2.66,42.14,0.04
76,9,197.8,3.68,35.14,0.02
76,10,148.43,2.1,30.39,0.03
76,11,173.31,2.56,54.85,0.02
76,12,179.19,2.9,58.8,0.03
76,13,112.82,2.09,37.15,0.03
76,14,116.16,2.15,50.71,0.03
76,15,102.22,3.32,52.78,0.03
76,16,195.58,3.25,49.54,0.02
76,17,115.17,2.5,58.69,0.03
76,18,195.53,3.8,36.69,0.02
76,19,110.73,3.84,38.74,0.04
76,20,148.64,2.98,59.59,0.04
76,21,195.17,2.56,48.21,0.04
76,22,103.6,2.71,50.38,0.03
76,23,147.93,3.03,56.21,0.03
76,24,149.75,3.06,38.49,0.02
76,25,136.39,2.06,56.2,0.03
76,26,168.86,3.54,49.45,0.03
76,27,132.25,3.05,55.12,0.03
76,28,158.62,3.97,36.46,0.03
76,29,161.04,4.0,45.92,0.02
76,30,117.38,2.79,47.74,0.04
76,31,176.53,3.96,48.65,0.03
76,32,191.86,2.63,53.09,0.03
76,33,153.57,3.02,34.02,0.03
76,34,190.22,2.82,46.36,0.02
76,35,152.72,3.49,59.62,0.04
76,36,141.45,2.67,57.8,0.03
76,37,146.07,2.54,54.02,0.02
76,38,177.36,2.87,36.69,0.02
76,39,181.03,3.46,45.73,0.02
76,40,193.46,3.12,50.42,0.02
76,41,111.02,2.81,52.02,0.03
76,42,184.71,2.57,58.98,0.03
76,43,157.83,3.35,38.77,0.03
76,44,102.0,3.78,55.66,0.02
76,45,126.05,3.9,53.61,0.04
76,46,144.15,2.09,55.86,0.03
76,47,134.96,2.35,32.6,0.04
76,48,187.96,3.32,41.35,0.02
76,49,160.34,2.79,38.48,0.04
76,50,118.47,2.79,46.88,0.04
76,51,127.63,3.13,52.22,0.04
76,52,110.79,3.61,34.65,0.02
76,53,144.86,2.18,41.92,0.03
76,54,159.9,3.77,43.67,0.03
76,55,130.61,2.48,50.45,0.03
76,56,122.86,3.58,50.56,0.03
76,57,101.15,3.82,50.66,0.03
76,58,168.01,3.79,58.8,0.03
76,59,162.57,3.34,50.02,0.03
76,60,119.44,2.91,52.31,0.04
76,61,128.81,2.98,52.83,0.03
76,62,126.39,3.12,48.56,0.03
76,63,113.38,2.32,30.33,0.03
76,64,186.82,2.6,48.96,0.02
76,65,146.7,2.63,57.87,0.02
76,66,153.65,3.86,33.67,0.02
76,67,189.63,2.23,38.59,0.04
76,68,194.03,3.06,40.22,0.03
76,69,160.27,3.64,31.88,0.03
76,70,105.19,2.54,56.06,0.02
76,71,198.93,2.68,30.92,0.03
76,72,178.14,3.68,39.14,0.03
76,73,128.09,2.77,35.77,0.03
76,74,160.69,2.68,35.22,0.03
76,75,160.97,3.2,44.51,0.02
76,76,179.16,2.26,38.38,0.03
76,77,139.51,3.17,36.47,0.02
76,78,126.53,2.83,47.78,0.04
76,79,135.13,2.48,55.15,0.03
76,80,114.58,2.42,34.64,0.03
76,81,183.24,2.76,57.38,0.03
76,82,183.16,2.15,45.17,0.03
76,83,177.44,3.57,35.66,0.04
76,84,189.69,2.44,34.16,0.03
76,85,162.44,3.92,50.22,0.03
76,86,162.54,3.67,37.02,0.03
76,87,149.38,3.91,30.59,0.02
76,88,156.31,2.44,53.05,0.04
76,89,193.09,3.73,44.05,0.02
76,90,166.98,3.53,55.74,0.02
76,91,153.16,2.38,44.86,0.04
76,92,109.53,3.16,49.34,0.03
76,93,189.1,2.18,38.81,0.04
76,94,136.09,3.63,53.5,0.02
76,95,174.17,3.11,43.97,0.02
76,96,135.16,2.88,45.76,0.02
76,97,131.96,3.96,59.17,0.03
76,98,187.37,2.18,44.45,0.03
76,99,165.96,2.74,34.45,0.03
77,0,171.9,2.48,45.68,0.03
77,1,145.45,3.49,36.01,0.03
77,2,136.26,3.94,42.06,0.02
77,3,181.62,3.56,49.08,0.02
77,4,154.74,2.82,40.1,0.03
77,5,102.96,2.26,35.89,0.04
77,6,152.35,2.82,31.11,0.02
77,7,128.81,3.32,47.94,0.03
77,8,163.08,3.93,48.34,0.02
77,9,110.82,2.76,56.82,0.03
77,10,145.76,3.33,42.4,0.02
77,11,165.5,3.71,56.25,0.04
77,12,177.92,2.82,48.65,0.04
77,13,139.96,3.52,49.22,0.02
77,14,189.96,3.24,38.5,0.03
77,15,191.26,3.23,36.42,0.02
77,16,149.89,3.59,34.33,0.02
77,17,165.06,2.83,59.11,0.04
77,18,147.34,2.97,52.17,0.02
77,19,198.59,3.98,46.84,0.03
77,20,136.9,3.24,42.12,0.02
77,21,145.73,3.6,43.12,0.03
77,22,196.92,3.27,37.8,0.03
77,23,187.24,3.48,38.62,0.02
77,24,128.52,3.94,59.09,0.04
77,25,156.74,2.47,36.07,0.04
77,26,135.02,3.43,52.03,0.04
77,27,147.55,3.42,59.9,0.03
77,28,164.15,3.58,55.4,0.03
77,29,111.75,3.0,41.13,0.02
77,30,147.29,2.54,52.39,0.03
77,31,135.58,3.8,48.51,0.04
77,32,189.32,2.89,54.6,0.03
77,33,132.84,3.14,46.51,0.02
77,34,159.06,2.02,51.57,0.04
77,35,113.78,2.41,35.45,0.02
77,36,129.45,3.1,48.11,0.02
77,37,181.71,2.12,42.65,0.04
77,38,197.63,3.67,59.95,0.03
77,39,134.09,3.38,31.77,0.03
77,40,126.16,2.34,52.47,0.03
77,41,164.45,3.62,54.57,0.03
77,42,105.27,3.58,58.3,0.03
77,43,172.46,2.13,52.71,0.04
77,44,156.43,3.54,54.12,0.03
77,45,160.14,3.47,54.86,0.04
77,46,184.35,2.09,52.13,0.04
77,47,110.02,3.38,45.58,0.03
77,48,145.26,3.67,37.51,0.04
77,49,103.74,2.63,59.28,0.04
77,50,179.31,3.44,52.51,0.03
77,51,175.69,2.39,30.84,0.03
77,52,181.11,2.56,52.34,0.04
77,53,151.59,2.45,46.31,0.03
77,54,164.53,3.17,35.83,0.03
77,55,111.73,2.35,38.75,0.03
77,56,137.87,3.76,36.29,0.03
77,57,112.89,2.72,59.94,0.03
77,58,127.65,3.28,57.76,0.03
77,59,142.04,3.28,43.08,0.04
77,60,136.11,3.09,44.48,0.04
77,61,112.87,2.26,39.54,0.04
77,62,107.45,3.74,52.4,0.02
77,63,145.09,3.54,34.28,0.02
77,64,198.54,3.99,59.28,0.04
77,65,195.1,3.27,45.25,0.02
77,66,105.23,3.51,34.76,0.02
77,67,158.96,2.15,34.33,0.03
77,68,104.69,3.84,32.79,0.03
77,69,152.4,3.52,54.81,0.03
77,70,131.02,3.69,33.24,0.02
77,71,128.58,3.19,32.22,0.04
77,72,189.9,3.08,32.96,0.04
77,73,191.46,3.82,47.0,0.03
77,74,196.67,3.33,55.78,0.04
77,75,129.68,2.43,34.24,0.03
77,76,193.85,3.72,49.85,0.03
77,77,101.09,2.97,40.94,0.02
77,78,173.06,2.27,55.4,0.03
77,79,125.66,2.19,50.74,0.03
77,80,161.55,3.37,43.79,0.03
77,81,107.04,2.09,32.48,0.02
77,82,111.5,3.37,41.69,0.03
77,83,180.86,3.45,43.65,0.02
77,84,110.11,3.38,48.79,0.02
77,85,187.86,3.39,36.15,0.02
77,86,120.98,3.54,43.93,0.03
77,87,199.08,2.56,50.83,0.03
77,88,102.79,2.27,57.38,0.04
77,89,162.74,2.72,53.67,0.02
77,90,161.01,2.98,53.43,0.04
77,91,167.3,3.25,38.5,0.02
77,92,167.08,2.67,54.69,0.03
77,93,115.91,3.81,41.43,0.03
77,94,199.85,3.57,40.28,0.03
77,95,176.81,2.1,31.45,0.02
77,96,130.67,3.32,31.36,0.03
77,97,164.87,2.47,58.41,0.04
77,98,179.19,3.57,50.42,0.03
77,99,141.05,3.93,35.44,0.02
78,0,184.77,2.06,54.8,0.04
78,1,136.51,3.02,36.5,0.03
78,2,169.97,3.82,48.99,0.03
78,3,176.0,3.43,59.53,0.03
78,4,144.82,2.41,38.58,0.04
78,5,198.57,3.62,41.79,0.03
78,6,196.75,2.14,48.56,0.03
78,7,190.01,3.71,38.99,0.04
78,8,142.32,3.06,31.84,0.02
78,9,178.82,2.8,55.81,0.02
78,10,191.73,2.5,54.53,0.03
78,11,136.85,3.44,53.29,0.03
78,12,189.57,2.9,32.18,0.04
78,13,109.24,2.72,35.01,0.04
78,14,180.02,2.15,53.99,0.04
78,15,110.17,2.82,38.36,0.02
78,16,121.75,3.57,30.33,0.02
78,17,108.63,3.32,34.05,0.04
78,18,810.97,14.22,163.25,0.14
78,19,810.97,14.22,163.25,0.14
78,20,810.97,14.22,163.25,0.14
78,21,810.97,14.22,163.25,0.14
78,22,810.97,14.22,163.25,0.14
78,23,121.56,2.04,57.59,0.04
78,24,105.05,3.38,35.81,0.03
78,25,181.95,3.42,48.87,0.03
78,26,194.05,3.19,59.1,0.02
78,27,151.53,3.98,39.82,0.02
78,28,159.08,2.58,40.31,0.02
78,29,157.54,3.87,36.23,0.04
78,30,161.67,2.86,32.0,0.04
78,31,180.2,2.47,33.87,0.03
78,32,164.55,2.46,44.98,0.04
78,33,185.15,2.29,55.41,0.04
78,34,133.53,3.92,52.94,0.03
78,35,152.62,3.19,42.99,0.02
78,36,179.63,3.66,51.76,0.02
78,37,188.72,3.16,57.94,0.03
78,38,125.99,2.74,53.39,0.04
78,39,195.57,3.33,38.13,0.02
78,40,180.11,2.81,50.82,0.03
78,41,160.37,3.17,52.58,0.03
78,42,191.01,3.96,53.59,0.03
78,43,116.8,3.24,49.76,0.03
78,44,113.27,2.05,57.23,0.04
78,45,167.92,3.22,50.44,0.04
78,46,169.42,3.8,43.91,0.02
78,47,122.92,2.99,42.8,0.03
78,48,180.89,2.85,43.57,0.03
78,49,170.38,2.31,52.68,0.03
78,50,183.51,2.97,40.26,0.02
78,51,135.72,2.19,44.17,0.02
78,52,132.63,3.72,49.53,0.03
78,53,143.67,3.82,40.27,0.03
78,54,190.81,3.71,46.41,0.03
78,55,107.15,2.12,42.75,0.02
78,56,114.79,2.47,48.52,0.03
78,57,171.26,2.24,41.08,0.04
78,58,186.62,3.55,52.18,0.04
78,59,165.78,3.18,56.71,0.03
78,60,133.26,2.82,34.42,0.03
78,61,177.68,2.17,35.61,0.02
78,62,121.37,3.18,54.86,0.02
78,63,188.0,3.18,38.68,0.03
78,64,132.08,2.61,46.72,0.02
78,65,165.78,2.55,52.74,0.03
78,66,165.61,3.36,36.03,0.03
78,67,133.56,2.86,40.16,0.02
78,68,134.96,3.65,45.94,0.04
78,69,111.98,3.75,55.42,0.03
78,70,182.36,3.44,40.98,0.04
78,71,160.4,3.68,51.85,0.03
78,72,121.13,3.04,34.62,0.03
78,73,136.74,2.16,49.41,0.04
78,74,149.55,2.03,47.23,0.02
78,75,115.25,3.42,55.2,0.04
78,76,109.52,2.89,50.52,0.02
78,77,153.26,2.85,53.65,0.03
78,78,118.23,2.49,56.77,0.03
78,79,164.13,3.46,30.0,0.04
78,80,149.93,2.96,41.17,0.04
78,81,172.93,3.21,55.38,0.03
78,82,126.7,3.96,45.01,0.03
78,83,149.08,2.98,32.36,0.04
78,84,159.06,3.75,30.9,0.03
78,85,162.3,3.52,59.06,0.03
78,86,130.14,3.56,43.1,0.04
78,87,140.51,2.58,30.54,0.03
78,88,135.55,3.39,31.09,0.03
78,89,189.96,3.92,38.74,0.04
78,90,140.42,3.63,36.26,0.04
78,91,132.86,2.09,41.81,0.03
78,92,172.41,2.45,34.75,0.04
78,93,180.16,3.35,46.44,0.03
78,94,138.98,3.9,47.37,0.02
78,95,199.03,3.19,36.35,0.02
78,96,197.66,2.81,49.75,0.02
78,97,121.21,3.93,41.98,0.03
78,98,132.98,2.26,52.4,0.04
78,99,186.47,3.64,47.6,0.04
79,0,191.23,2.11,49.41,0.03
79,1,126.4,3.36,41.58,0.03
79,2,133.36,3.5,33.68,0.03
79,3,116.8,2.68,40.12,0.04
79,4,156.89,2.79,38.2,0.04
79,5,119.24,2.1,34.28,0.04
79,6,186.15,3.77,44.4,0.04
79,7,158.86,3.36,32.59,0.03
79,8,157.71,2.87,57.49,0.04
79,9,199.88,2.19,54.71,0.04
79,10,167.59,3.1,51.17,0.04
79,11,124.56,3.1,48.89,0.04
79,12,182.07,2.97,42.98,0.02
79,13,148.23,3.48,44.87,0.02
79,14,133.57,2.68,48.21,0.03
79,15,102.51,2.46,41.19,0.02
79,16,173.45,3.07,34.63,0.03
79,17,130.77,3.82,53.35,0.04
79,18,810.97,14.22,163.25,0.14
79,19,1221.32,21.48,587.28,0.37
79,20,1221.32,21.48,587.28,0.37
79,21,1221.32,21.48,587.28,0.37
79,22,810.97,14.22,163.25,0.14
79,23,149.43,3.2,33.55,0.03
79,24,176.63,3.79,38.86,0.03
79,25,144.33,2.73,31.01,0.02
79,26,111.7,3.04,36.21,0.03
79,27,126.12,3.81,39.24,0.04
79,28,111.41,3.87,46.84,0.02
79,29,132.46,3.26,30.82,0.04
79,30,127.69,2.52,45.59,0.03
79,31,148.44,3.87,59.13,0.03
79,32,198.17,2.63,50.23,0.02
79,33,192.69,2.83,30.95,0.04
79,34,165.57,3.31,42.99,0.04
79,35,128.15,3.15,49.0,0.03
79,36,115.88,3.61,58.07,0.04
79,37,113.4,2.49,34.39,0.02
79,38,196.67,2.26,42.22,0.03
79,39,182.07,2.88,46.83,0.03
79,40,150.71,3.43,45.11,0.03
79,41,184.11,3.63,39.72,0.03
79,42,100.75,3.28,56.46,0.03
79,43,102.45,3.58,55.92,0.04
79,44,172.75,2.5,55.62,0.02
79,45,169.57,2.38,42.67,0.03
79,46,191.88,2.44,38.64,0.03
79,47,143.52,3.79,31.6,0.02
79,48,103.56,2.27,44.17,0.03
79,49,192.29,3.19,40.09,0.03
79,50,110.7,3.86,37.17,0.02
79,51,143.79,3.61,34.11,0.03
79,52,101.07,2.4,59.09,0.03
79,53,193.13,3.42,56.76,0.02
79,54,116.85,3.42,57.36,0.03
79,55,105.28,2.18,32.87,0.04
79,56,131.32,2.6,51.66,0.04
79,57,186.89,2.82,48.79,0.03
79,58,131.39,3.89,50.07,0.02
79,59,192.37,3.5,37.92,0.02
79,60,182.76,2.31,59.51,0.02
79,61,157.35,3.55,48.21,0.02
79,62,133.9,2.63,35.02,0.04
79,63,126.29,3.0,51.43,0.03
79,64,171.02,3.74,32.62,0.04
79,65,128.6,2.67,50.28,0.02
79,66,105.68,3.41,32.09,0.02
79,67,129.87,2.86,55.79,0.03
79,68,131.71,2.41,33.78,0.03
79,69,130.46,2.42,34.3,0.02
79,70,120.33,3.83,42.44,0.02
79,71,102.2,2.26,47.74,0.03
79,72,155.23,2.79,43.61,0.02
79,73,120.45,3.59,56.33,0.04
79,74,170.02,2.47,47.49,0.03
79,75,133.05,3.03,42.19,0.03
79,76,145.89,3.67,55.88,0.03
79,77,161.97,3.15,45.68,0.03
79,78,133.15,2.34,44.44,0.03
79,79,147.58,2.76,41.3,0.03
79,80,120.01,3.73,45.31,0.04
79,81,172.77,2.19,31.14,0.04
79,82,119.3,3.62,56.59,0.03
79,83,105.09,3.06,57.28,0.03
79,84,153.11,2.94,34.62,0.03
79,85,100.81,2.46,42.01,0.04
79,86,162.85,3.93,49.45,0.04
79,87,125.01,2.54,40.55,0.03
79,88,102.15,4.0,45.94,0.02
79,89,143.21,2.27,55.57,0.03
79,90,137.8,2.23,45.76,0.03
79,91,101.76,3.25,44.94,0.03
79,92,181.07,2.09,46.6,0.04
79,93,147.67,3.07,34.25,0.04
79,94,103.18,2.24,43.81,0.04
79,95,104.13,3.43,39.44,0.03
79,96,183.43,3.97,37.53,0.03
79,97,140.1,2.36,44.49,0.03
79,98,190.53,3.11,50.23,0.03
79,99,130.04,3.19,52.52,0.04
80,0,179.72,3.7,32.01,0.04
80,1,177.46,3.51,43.93,0.04
80,2,141.31,2.21,46.11,0.04
80,3,119.96,2.29,51.79,0.03
80,4,167.89,3.82,40.95,0.04
80,5,142.49,2.19,51.45,0.02
80,6,188.9,2.21,42.14,0.03
80,7,152.4,3.08,38.13,0.03
80,8,153.43,3.51,49.18,0.03
80,9,199.43,3.9,56.72,0.02
80,10,160.85,3.81,48.28,0.03
80,11,140.07,3.83,50.27,0.03
80,12,191.87,2.27,59.48,0.04
80,13,133.61,2.82,45.65,0.02
80,14,157.0,2.16,42.85,0.04
80,15,176.9,3.45,34.2,0.03
80,16,119.81,3.26,59.05,0.03
80,17,110.38,3.35,50.72,0.04
80,18,810.97,14.22,163.25,0.14
80,19,1221.32,21.48,587.28,0.37
80,20,3189.94,71.46,1085.62,0.74
80,21,1221.32,21.48,587.28,0.37
80,22,810.97,14.22,163.25,0.14
80,23,168.31,3.31,51.88,0.02
80,24,187.51,3.31,40.06,0.03
80,25,181.09,3.6,34.07,0.03
80,26,173.01,3.43,47.94,0.02
80,27,160.98,3.67,46.21,0.02
80,28,116.8,3.95,58.36,0.03
80,29,128.71,2.26,40.36,0.03
80,30,172.82,2.05,48.88,0.03
80,31,111.66,2.59,42.56,0.03
80,32,165.14,2.77,54.58,0.03
80,33,159.83,3.3,33.72,0.04
80,34,149.72,2.39,34.09,0.03
80,35,174.29,2.78,40.72,0.02
80,36,170.05,3.8,51.13,0.03
80,37,193.35,3.61,41.34,0.04
80,38,141.11,2.69,51.86,0.02
80,39,182.15,3.0,56.18,0.03
80,40,167.12,3.97,50.83,0.02
80,41,105.4,3.91,57.09,0.04
80,42,101.88,2.13,38.13,0.03
80,43,145.27,2.33,36.21,0.03
80,44,136.72,2.14,55.55,0.03
80,45,197.15,2.26,31.58,0.03
80,46,137.29,3.43,31.83,0.03
80,47,125.04,2.83,55.79,0.02
80,48,143.65,2.3,45.93,0.04
80,49,100.07,3.48,38.27,0.04
80,50,159.95,2.84,31.9,0.03
80,51,193.28,2.54,43.01,0.04
80,52,198.48,3.23,52.09,0.03
80,53,146.86,3.25,59.4,0.03
80,54,128.66,2.61,46.74,0.04
80,55,106.83,3.76,51.52,0.03
80,56,131.77,3.72,32.81,0.04
80,57,136.18,3.71,59.84,0.04
80,58,104.92,2.85,33.15,0.03
80,59,115.86,3.19,30.6,0.04
80,60,113.71,2.62,41.37,0.03
80,61,178.34,2.27,51.39,0.02
80,62,106.28,3.21,35.06,0.03
80,63,129.89,2.99,38.06,0.03
80,64,105.42,3.81,53.93,0.02
80,65,140.17,2.45,53.9,0.02
80,66,154.68,2.88,53.4,0.03
80,67,153.34,3.58,34.3,0.04
80,68,167.19,2.27,46.64,0.02
80,69,188.08,2.99,38.35,0.02
80,70,149.29,3.38,36.97,0.04
80,71,108.01,3.63,40.4,0.03
80,72,132.12,2.63,51.74,0.03
80,73,114.22,3.68,36.89,0.03
80,74,186.15,2.61,43.65,0.03
80,75,159.46,2.34,42.88,0.02
80,76,114.38,2.38,45.0,0.02
80,77,187.41,3.1,51.76,0.03
80,78,154.1,3.4,57.08,0.03
80,79,151.7,3.47,34.43,0.02
80,80,176.68,3.2,45.46,0.04
80,81,183.71,3.18,55.08,0.02
80,82,160.83,2.38,44.58,0.03
80,83,113.0,2.4,44.61,0.03
80,84,197.36,2.33,44.41,0.02
80,85,176.29,2.61,56.64,0.03
80,86,177.79,3.99,40.17,0.03
80,87,130.67,2.47,40.07,0.03
80,88,164.5,3.41,34.31,0.04
80,89,131.24,3.63,33.17,0.04
80,90,188.48,2.01,39.72,0.04
80,91,102.4,3.45,43.52,0.03
80,92,109.42,2.76,43.16,0.03
80,93,109.6,2.7,46.47,0.03
80,94,129.03,3.43,56.35,0.02
80,95,196.16,3.53,33.99,0.02
80,96,115.79,3.99,36.82,0.02
80,97,115.04,3.18,40.99,0.03
80,98,185.98,3.19,49.13,0.03
80,99,194.42,2.79,58.19,0.03
81,0,166.87,2.21,35.19,0.03
81,1,162.65,3.24,47.15,0.03
81,2,106.64,2.07,40.02,0.04
81,3,160.71,3.05,40.12,0.03
81,4,116.75,2.5,31.06,0.03
81,5,125.05,3.35,36.05,0.04
81,6,155.62,2.67,47.55,0.04
81,7,192.03,3.95,56.66,0.03
81,8,160.75,2.4,51.25,0.02
81,9,123.57,2.21,32.15,0.02
81,10,180.79,2.62,50.01,0.03
81,11,163.69,2.75,38.95,0.03
81,12,166.57,2.61,43.32,0.04
81,13,125.04,3.91,37.47,0.04
81,14,115.71,3.83,44.88,0.03
81,15,112.25,3.36,41.83,0.03
81,16,141.05,3.96,35.15,0.03
81,17,102.12,2.17,54.31,0.03
81,18,810.97,14.22,163.25,0.14
81,19,1221.32,21.48,587.28,0.37
81,20,1221.32,21.48,587.28,0.37
81,21,1221.32,21.48,587.28,0.37
81,22,810.97,14.22,163.25,0.14
81,23,196.14,3.74,35.68,0.03
81,24,144.83,3.22,50.33,0.03
81,25,120.04,2.31,36.12,0.03
81,26,162.99,3.0,58.59,0.02
81,27,141.38,3.43,40.86,0.02
81,28,145.8,3.34,47.06,0.03
81,29,102.21,2.54,38.36,0.04
81,30,101.77,3.03,55.54,0.03
81,31,167.2,3.55,35.64,0.04
81,32,195.64,3.41,32.7,0.03
81,33,107.9,3.91,50.58,0.03
81,34,182.15,3.05,44.04,0.03
81,35,133.38,2.87,36.68,0.03
81,36,140.89,3.18,32.12,0.04
81,37,170.83,2.33,42.1,0.02
81,38,180.49,3.0,52.0,0.03
81,39,106.25,2.77,36.7,0.02
81,40,147.98,2.37,43.9,0.02
81,41,152.38,2.84,30.18,0.03
81,42,170.83,2.69,34.63,0.03
81,43,148.8,3.08,38.78,0.03
81,44,107.05,3.48,53.81,0.04
81,45,114.77,2.51,51.21,0.02
81,46,144.62,2.79,37.98,0.03
81,47,158.06,2.5,30.98,0.04
81,48,100.63,3.5,40.88,0.04
81,49,129.71,3.73,44.59,0.02
81,50,173.71,2.59,34.58,0.03
81,51,182.42,2.74,36.34,0.02
81,52,109.97,3.94,54.16,0.04
81,53,186.0,3.31,37.71,0.02
81,54,182.52,2.91,57.24,0.02
81,55,152.8,2.8,48.49,0.04
81,56,165.4,2.66,42.23,0.03
81,57,189.14,2.79,35.39,0.04
81,58,141.83,2.56,32.67,0.03
81,59,161.96,3.64,50.72,0.03
81,60,135.34,3.17,46.33,0.04
81,61,109.9,2.7,39.22,0.03
81,62,163.06,2.77,51.47,0.03
81,63,123.32,2.92,35.18,0.04
81,64,190.37,2.39,50.94,0.04
81,65,148.4,3.38,33.65,0.03
81,66,104.76,2.61,45.83,0.04
81,67,112.23,2.76,54.98,0.03
81,68,193.61,3.12,55.05,0.04
81,69,172.36,2.39,50.92,0.02
81,70,194.93,2.22,57.45,0.03
81,71,147.08,3.75,37.05,0.02
81,72,180.86,3.14,54.4,0.02
81,73,140.62,2.71,43.71,0.03
81,74,126.85,2.21,43.7,0.02
81,75,158.72,3.72,52.37,0.03
81,76,170.35,3.97,42.6,0.02
81,77,167.09,2.79,58.36,0.02
81,78,153.59,3.8,32.46,0.03
81,79,142.63,3.97,33.66,0.03
81,80,137.35,2.09,32.1,0.02
81,81,183.9,2.22,37.72,0.04
81,82,106.82,3.39,36.35,0.04
81,83,110.07,3.71,44.09,0.03
81,84,169.04,3.15,47.23,0.03
81,85,173.93,3.39,30.2,0.03
81,86,117.99,2.09,42.25,0.04
81,87,171.43,2.2,54.65,0.03
81,88,109.35,2.57,47.15,0.04
81,89,118.32,3.03,50.27,0.03
81,90,178.12,3.59,32.56,0.03
81,91,125.48,2.09,36.29,0.03
81,92,147.9,3.36,50.46,0.02
81,93,168.83,3.67,41.54,0.03
81,94,197.25,3.24,44.39,0.03
81,95,199.4,3.39,57.51,0.03
81,96,170.97,2.23,32.5,0.03
81,97,107.36,3.17,39.52,0.02
81,98,172.46,3.17,57.29,0.04
81,99,159.68,2.89,44.73,0.02
82,0,184.74,3.69,31.69,0.04
82,1,175.59,3.5,34.32,0.02
82,2,196.46,2.03,42.51,0.02
82,3,142.87,2.19,36.17,0.04
82,4,154.16,2.96,34.01,0.04
82,5,131.09,3.94,56.46,0.03
82,6,153.08,3.57,44.29,0.02
82,7,144.58,3.39,52.95,0.03
82,8,103.47,2.13,39.06,0.02
82,9,162.79,2.23,35.34,0.02
82,10,133.18,2.19,30.41,0.03
82,11,157.08,2.31,55.81,0.04
82,12,103.14,3.32,32.54,0.02
82,13,120.93,3.62,36.01,0.04
82,14,160.56,3.79,34.58,0.03
82,15,186.25,3.52,48.31,0.03
82,16,102.52,2.21,54.04,0.04
82,17,156.41,3.29,41.93,0.02
82,18,810.97,14.22,163.25,0.14
82,19,810.97,14.22,163.25,0.14
82,20,810.97,14.22,163.25,0.14
82,21,810.97,14.22,163.25,0.14
82,22,810.97,14.22,163.25,0.14
82,23,164.63,2.56,42.25,0.02
82,24,105.87,3.16,42.17,0.04
82,25,133.85,3.26,30.01,0.03
82,26,196.36,2.95,51.94,0.02
82,27,168.07,2.09,55.23,0.03
82,28,100.93,3.19,49.4,0.03
82,29,149.09,2.3,41.64,0.03
82,30,119.92,3.09,55.09,0.02
82,31,118.63,2.94,32.55,0.03
82,32,142.77,3.6,46.06,0.02
82,33,130.06,2.99,35.47,0.04
82,34,179.61,2.96,32.89,0.03
82,35,161.15,2.17,46.59,0.02
82,36,183.07,2.33,54.37,0.03
82,37,197.75,3.86,42.15,0.02
82,38,121.95,3.04,36.34,0.02
82,39,164.55,2.21,38.33,0.02
82,40,162.02,2.85,57.27,0.03
82,41,148.98,2.22,35.66,0.04
82,42,153.91,3.4,45.35,0.03
82,43,174.65,2.34,54.0,0.02
82,44,162.23,3.0,32.97,0.02
82,45,187.14,2.48,51.58,0.03
82,46,118.8,3.03,48.15,0.03
82,47,108.73,2.73,33.64,0.03
82,48,156.01,3.72,52.17,0.02
82,49,102.26,3.24,50.12,0.03
82,50,137.13,3.52,42.15,0.02
82,51,166.58,2.42,34.76,0.02
82,52,131.85,3.65,39.61,0.02
82,53,192.17,3.73,59.45,0.03
82,54,151.09,2.47,32.89,0.02
82,55,110.72,2.16,38.09,0.03
82,56,161.53,3.91,33.5,0.02
82,57,184.99,3.83,59.09,0.03
82,58,112.81,2.64,34.25,0.03
82,59,149.18,3.07,37.23,0.04
82,60,131.41,2.26,53.03,0.02
82,61,175.08,3.03,55.5,0.03
82,62,112.72,3.2,37.54,0.04
82,63,187.56,3.95,36.0,0.03
82,64,165.1,3.7,32.64,0.04
82,65,129.48,3.98,36.23,0.04
82,66,119.81,2.08,35.03,0.04
82,67,183.9,2.18,47.77,0.02
82,68,177.59,2.07,41.81,0.04
82,69,150.37,3.97,30.81,0.04
82,70,114.08,2.38,36.35,0.02
82,71,145.5,2.96,45.09,0.02
82,72,132.19,2.73,42.12,0.03
82,73,105.14,2.52,58.75,0.02
82,74,102.14,3.7,38.25,0.02
82,75,131.51,2.64,37.37,0.02
82,76,189.5,3.37,55.2,0.04
